cam,subject,motion,matched,bone,mode,win_s,err_raw,err_cal,dev_prior
PG1,2,sitting_down,1,chest,imu5,5.0,0.6492354534488193,-9.354987637675976,5.086500333766255
PG1,2,sitting_down,1,thighL,imu5,5.0,52.2692969775695,-6.882037758342928,12.488946978330418
PG1,2,sitting_down,1,shinL,imu5,5.0,70.49995469012282,1.373007040929844,0.5362428013474362
PG1,2,cross_legged_sitting,1,hip,none,2.4,2.4707578140612303,-6.064482554085008,
PG1,2,cross_legged_sitting,1,chest,none,2.4,4.518619040557475,-6.146799393480021,
PG1,2,cross_legged_sitting,1,thighL,none,2.4,-149.29134052717646,132.3773197323524,
PG1,2,cross_legged_sitting,1,thighR,none,2.4,-123.8885609008033,-43.21388392461548,
PG1,2,cross_legged_sitting,1,shinL,none,2.4,-110.6381018293351,163.94387527616976,
PG1,2,cross_legged_sitting,1,shinR,none,2.4,-166.03797898554367,-68.7816021350342,
PG1,2,cross_legged_sitting,1,hip,imu1,2.4,2.4707578140612303,-6.064482554085008,7.519193591279445
PG1,2,cross_legged_sitting,1,chest,imu1,2.4,4.518619040557475,-6.146799393480021,5.550981284274005
PG1,2,cross_legged_sitting,1,thighL,imu1,2.4,-19.48374857829738,-97.81508831876852,96.37725160090156
PG1,2,cross_legged_sitting,1,thighR,imu1,2.4,-31.229104062357482,30.289666769076266,29.642935047875532
PG1,2,cross_legged_sitting,1,shinL,imu1,2.4,19.169490119543994,-66.24853277495113,67.43747715999032
PG1,2,cross_legged_sitting,1,shinR,imu1,2.4,-73.37852214709788,4.721948558657539,5.330915634288508
PG1,2,cross_legged_sitting,1,hip,imu3,2.4,2.4707578140612303,-6.064482554085008,6.832366898306729
PG1,2,cross_legged_sitting,1,chest,imu3,2.4,4.518619040557475,-6.146799393480021,6.613358730309467
PG1,2,cross_legged_sitting,1,thighL,imu3,2.4,-19.48374857829738,-97.81508831876852,102.76544509741497
PG1,2,cross_legged_sitting,1,thighR,imu3,2.4,-31.229104062357482,30.289666769076266,31.0882623120618
PG1,2,cross_legged_sitting,1,shinL,imu3,2.4,19.169490119543994,-66.24853277495113,67.1070563603892
